record_id,announcement_date,company,country,technology_type,qubit_count,gate_error_rate_pct,coherence_time_us,quantum_volume,funding_raised_million_usd,publications_count,patents_filed,sector_focus,is_commercially_available
855,2026-05-31,Pasqal,France,Neutral Atom,515,1.039,46.2,26.0,292.9,2,3,Finance,0
703,2025-03-31,Xanadu,Canada,Photonic,283,1.658,47.2,17.0,375.8,3,0,Cryptography,1
597,2022-12-31,PsiQuantum,USA,Photonic,18,2.989,15.7,3.0,,3,2,Materials Science,0
937,2022-05-31,Intel,USA,Silicon Spin,11,2.536,21.8,2.0,570.2,1,1,General Research,0
634,2025-10-31,PsiQuantum,USA,Photonic,226,2.146,39.8,10.0,1465.1,1,0,Cryptography,0
678,2023-04-30,Xanadu,Canada,Photonic,75,2.53,,7.0,414.1,0,1,AI/ML,1
583,2021-12-31,PsiQuantum,USA,Photonic,8,4.035,15.2,2.0,696.5,1,2,Cryptography,0
738,2021-03-31,Origin Quantum,China,Superconducting,33,2.229,21.5,6.0,280.5,1,1,Logistics,0
880,2023-09-30,QuEra,USA,Neutral Atom,51,1.84,22.7,7.0,266.7,1,1,Drug Discovery,0
422,2020-01-31,D-Wave,Canada,Quantum Annealing,5748,3.729,40.2,101.0,476.2,4,1,Logistics,0
469,2023-05-31,D-Wave,Canada,Quantum Annealing,32662,2.399,87.4,825.0,627.7,3,4,Materials Science,1
375,2024-11-30,Rigetti,USA,Superconducting,1138,0.646,74.9,100.0,436.2,5,0,AI/ML,1
16,2018-10-31,IBM,USA,Superconducting,63,2.132,33.0,22.0,676.0,6,2,Logistics,0
814,2022-08-31,Pasqal,France,Neutral Atom,39,2.218,19.0,5.0,229.6,4,1,Logistics,1
215,2019-04-30,IonQ,USA,Trapped Ion,9,1.729,12.2,4.0,230.8,2,0,General Research,0
412,2018-11-30,D-Wave,Canada,Quantum Annealing,4458,4.222,35.6,62.0,383.9,1,1,AI/ML,1
102,2026-03-31,IBM,USA,Superconducting,7722,0.45,153.8,3366.0,1489.8,5,5,Logistics,1
865,2022-06-30,QuEra,USA,Neutral Atom,23,2.637,15.4,4.0,214.6,3,0,General Research,0
878,2023-06-30,QuEra,USA,Neutral Atom,55,2.053,20.0,7.0,217.5,1,1,Drug Discovery,1
520,2021-05-31,Quantinuum,UK,Trapped Ion,13,1.39,20.5,6.0,695.5,2,0,Logistics,1
581,2021-11-30,PsiQuantum,USA,Photonic,9,4.185,12.9,2.0,855.3,2,1,Cryptography,0
803,2021-08-31,Pasqal,France,Neutral Atom,19,2.356,13.0,4.0,160.9,1,0,Cryptography,0
31,2020-01-31,IBM,USA,Superconducting,142,1.738,53.9,49.0,838.0,2,4,Materials Science,1
871,2022-11-30,QuEra,USA,Neutral Atom,34,2.224,16.0,5.0,206.9,1,0,Drug Discovery,1
268,2023-12-31,IonQ,USA,Trapped Ion,95,0.493,54.9,32.0,536.2,6,4,Drug Discovery,1
144,2021-02-28,Google,USA,Superconducting,191,1.345,49.0,69.0,1212.2,9,1,Cryptography,0
260,2023-05-31,IonQ,USA,Trapped Ion,80,0.507,55.3,28.0,484.2,5,0,Materials Science,1
743,2021-09-30,Origin Quantum,China,Superconducting,53,1.84,31.6,8.0,245.5,2,1,Logistics,0
624,2025-01-31,PsiQuantum,USA,Photonic,108,2.086,29.6,8.0,1296.3,2,1,Logistics,1
965,2024-11-30,Intel,USA,SILICON SPIN,48,1.538,36.8,5.0,695.6,2,2,Cryptography,0
376,2024-12-31,Rigetti,USA,Superconducting,1139,0.584,65.7,103.0,464.1,6,2,Materials Science,0
572,2026-06-30,Quantinuum,UK,Trapped Ion,134,0.396,67.2,47.0,1204.1,6,2,General Research,1
65,2022-06-30,IBM,USA,Superconducting,524,0.778,62.3,241.0,870.0,3,0,Cryptography,1
442,2021-06-30,D-Wave,Canada,Quantum Annealing,13188,2.943,64.7,296.0,481.9,5,0,Logistics,1
214,2019-03-31,IonQ,USA,Trapped Ion,-9,1.656,8.3,4.0,250.9,2,0,Logistics,1
589,2022-05-31,PsiQuantum,USA,Photonic,14,3.455,17.8,3.0,813.8,1,0,Cryptography,0
876,2023-05-31,QuEra,USA,Neutral Atom,52,2.091,20.3,7.0,247.5,4,1,Materials Science,0
730,2020-04-30,Origin Quantum,China,Superconducting,25,2.968,14.6,4.0,182.1,1,1,Cryptography,0
713,2026-01-31, Xanadu,Canada,Photonic,500,1.418,47.3,25.0,544.5,4,3,Finance,0
521,2021-06-30,Quantinuum,UK,Trapped Ion,15,1.385,14.4,7.0,618.7,4,2,Logistics,0
883,2024-02-29,QuEra,USA,Neutral Atom,87,1.8,23.0,9.0,281.4,4,1,Finance,1
722,2019-08-31,Origin Quantum,China,Superconducting,14,3.161,6.3,3.0,160.8,1,1,Finance,0
699,2024-08-31,Xanadu,Canada,Photonic,205,1.841,42.3,14.0,363.2,4,3,AI/ML,0
385,2025-12-31,Rigetti,USA,Superconducting,2427,0.541,79.0,174.0,468.9,2,2,Cryptography,0
295,2026-03-31,IonQ,USA,Trapped Ion,273,0.306,91.6,77.0,609.9,4,2,Cryptography,1
126,2019-03-31,Google,USA,Superconducting,58,2.153,36.5,,1128.1,2,3,Cryptography,0
789,2025-08-31,Origin Quantum,china  ,Superconducting,571,0.771,73.8,45.0,358.9,3,1,General Research,1
758,2023-01-31,Origin Quantum,China,Superconducting,138,1.38,45.0,16.0,336.4,1,1,Finance,0
857,2021-08-31,QuEra,USA,NEUTRAL ATOM,14,3.214,7.3,3.0,148.0,1,0,Cryptography,0
436,2020-12-31,D-Wave,Canada,Quantum Annealing,11552,3.014,50.0,258.0,472.9,5,3,General Research,1
390,2026-04-30,Rigetti,USA,Superconducting,3054,0.494,95.6,208.0,555.6,4,4,Finance,0
603,2023-06-30,PsiQuantum,USA,Photonic,26,2.753,28.6,4.0,1037.0,2,1,AI/ML,0
175,2023-10-31,Google,USA,Superconducting,1048,0.752,94.1,396.0,1604.1,4,4,General Research,1
378,2025-02-28,Rigetti,USA,Superconducting,1240,0.653,70.0,106.0,513.5,5,3,Cryptography,1
397,2017-10-31,D-Wave,Canada,Quantum Annealing,2456,5.773,21.3,17.0,383.9,1,1,Drug Discovery,0
907,2025-09-30,QuEra,USA,Neutral Atom,229,1.364,35.1,17.0,292.1,3,0,Finance,0
645,2020-06-30,Xanadu,Canada,Photonic,7,4.694,8.9,2.0,221.8,1,2,Finance,0
108,2017-08-31,Google,USA,Superconducting,20,3.698,8.8,6.0,754.3,0,1,Finance,1
568,2026-04-30,Quantinuum,UK,Trapped Ion,147,0.397,55.9,51.0,1304.8,6,0,Materials Science,0
95,2025-03-31,IBM,USA,Superconducting,3359,0.438,138.0,1597.0,1289.1,10,6,Drug Discovery,1
611,2023-12-31,PsiQuantum,USA,Photonic,52,2.431,25.9,5.0,991.9,2,1,General Research,1
768,2023-12-31,Origin Quantum,China,Superconducting,207,1.145,48.6,22.0,351.3,3,0,Logistics,1
273,2024-08-31,IonQ,USA,Trapped Ion,133,0.416,80.8,43.0,593.2,8,2,Materials Science,0
306,2019-01-31,Rigetti,USA,Superconducting,24,2.447,16.6,5.0,218.8,1,1,Cryptography,0
481,2024-04-30,D-Wave,Canada,Quantum Annealing,44227,2.841,78.0,671.0,824.5,6,0,AI/ML,0
358,2023-07-31,Rigetti,USA,Superconducting,545,0.913,73.0,55.0,435.6,2,0,AI/ML,0
846,2025-09-30,Pasqal,France,Neutral Atom,358,1.068,50.2,21.0,294.0,5,2,AI/ML,0
333,2021-05-31,Rigetti,USA,Superconducting,137,1.605,45.4,18.0,317.6,1,0,AI/ML,0
778,2024-11-30,Origin Quantum,China,Superconducting,400,0.942,46.7,34.0,353.9,4,1,Logistics,1
726,2019-11-30, Origin Quantum,China,Superconducting,16,2.899,7.7,4.0,198.1,2,1,Cryptography,0
514,2020-12-31,Quantinuum,UK,Trapped Ion,12,1.758,,5.0,691.4,3,0,AI/ML,0
693,2024-03-31,Xanadu,Canada,Photonic,132,2.03,39.9,10.0,372.9,4,2,Finance,0
913,2026-01-31,QuEra,usa  ,Neutral Atom,349,1.19,41.7,22.0,357.2,6,0,AI/ML,0
370,2024-04-30,Rigetti,USA,Superconducting,779,0.69,61.4,77.0,,2,4,Materials Science,1
136,2020-05-31,Google,USA,Superconducting,101,1.847,35.9,33.0,1252.6,0,1,Drug Discovery,0
620,2024-08-31,PsiQuantum,USA,Photonic,75,2.539,32.6,6.0,1200.5,2,1,Materials Science,0
371,2024-07-31,Rigetti,USA,Superconducting,994,0.667,79.6,91.0,453.1,2,3,Materials Science,0
248,2022-01-31,IonQ,USA,Trapped Ion,36,0.837,31.2,14.0,346.5,5,1,General Research,1
552,2024-12-31,Quantinuum,uk  ,Trapped Ion,82,0.593,60.1,30.0,,2,0,Cryptography,0
300,2018-02-28,Rigetti,USA,Superconducting,15,3.224,10.0,4.0,233.2,2,2,Finance,0
753,2022-07-31,Origin Quantum,China,Superconducting,104,1.642,25.8,12.0,292.5,1,1,Cryptography,1
374,2024-11-30,Rigetti,USA,Superconducting,1109,0.666,85.7,98.0,515.5,4,3,Finance,0
665,2022-02-28,Xanadu,Canada,Photonic,22,2.87,18.1,4.0,268.9,3,0,Drug Discovery,0
528,2022-04-30,Quantinuum,UK,Trapped Ion,25,1.209,32.7,10.0,850.5,3,0,Logistics,0
959,2024-02-29,Intel,USA,Silicon Spin,29,1.851,39.3,4.0,764.7,2,1,General Research,0
786,2025-06-30,Origin Quantum,China,Superconducting,585,0.695,70.7,47.0,433.4,3,1,Logistics,1
609,2023-10-31,PsiQuantum,USA,Photonic,39,2.809,25.4,4.0,1096.4,1,0,AI/ML,1
428,2020-06-30,D-Wave,Canada,Quantum Annealing,7749,3.6,58.7,131.0,458.7,5,3,Drug Discovery,1
147,2021-05-31,Google,USA,Superconducting,240,1.4,68.2,80.0,1480.5,4,2,Materials Science,0
894,2024-10-31,QuEra,USA,Neutral Atom,127,1.543,31.7,12.0,234.7,1,1,General Research,0
794,2026-02-28,Origin Quantum,China,Superconducting,951,0.603,74.7,66.0,463.4,5,0,General Research,1
437,2020-12-31,D-Wave,Canada,Quantum Annealing,9934,3.507,41.9,161.0,546.0,6,4,Materials Science,0
817,2022-10-31,Pasqal,France,Neutral Atom,38,1.855,23.4,6.0,218.2,2,1,Drug Discovery,0
141,2020-11-30,Google,USA,Superconducting,178,1.516,59.4,60.0,1528.8,5,4,Finance,1
881,2023-12-31,QuEra,USA,Neutral Atom,78,1.956,31.4,8.0,207.9,0,1,,0
404,2018-03-31,D-Wave,Canada,Quantum Annealing,2506,4.718,20.4,34.0,428.6,2,3,Finance,1
638,2026-02-28,PsiQuantum,USA,Photonic,244,1.989,50.7,11.0,1149.9,4,2,General Research,0
790,2025-09-30,Origin Quantum,China,Superconducting,753,0.731,,54.0,,3,1,Finance,1
501,2025-11-30,D-Wave,Canada,Quantum Annealing,84216,,135.0,1289.0,794.8,3,9,AI/ML,0
27,2019-09-30,IBM,USA,Superconducting,101,1.875,40.7,35.0,870.1,5,2,,1
156,2022-04-30,Google,USA,SUPERCONDUCTING,442,0.979,76.5,166.0,1717.2,3,0,AI/ML,0
930,2021-09-30,Intel,USA,Silicon Spin,7,3.379,18.6,2.0,591.7,1,0,Materials Science,0
825,2023-09-30,Pasqal,France,Neutral Atom,67,1.608,30.3,8.0,252.5,3,0,Drug Discovery,1
668,2022-04-30,Xanadu,Canada,Photonic,26,2.733,23.1,4.0,360.5,1,1,General Research,0
508,2020-08-31,Quantinuum,UK,Trapped Ion,10,1.756,9.5,5.0,616.6,1,0,Finance,0
606,2023-08-31,PsiQuantum,USA,Photonic,40,2.82,30.4,4.0,880.4,3,1,Drug Discovery,1
387,2026-01-31,Rigetti,USA,Superconducting,2074,0.56,98.9,156.0,443.3,3,1,Cryptography,0
100,2026-01-31,IBM,USA,Superconducting,6282,0.448,131.7,2796.0,1507.6,6,5,Cryptography,1
470,2023-08-31,D-Wave,canada  ,QUANTUM ANNEALING,36324,2.432,100.3,858.0,711.4,8,0,AI/ML,1
807,2021-12-31,Pasqal,France,Neutral Atom,23,2.288,11.9,,204.2,1,0,General Research,1
167,2023-04-30,Google,USA,Superconducting,718,0.822,64.3,274.0,1938.3,3,5,AI/ML,1
782,2025-04-30,Origin Quantum,China,Superconducting,518,,53.2,43.0,388.4,4,0,Finance,0
24,2019-07-31,IBM,USA,Superconducting,100,1.632,50.9,39.0,841.2,0,5,Finance,0
843,2025-06-30,Pasqal,France,Neutral Atom,271,1.141,45.9,18.0,262.3,4,3,Cryptography,1
205,2026-01-31,Google,USA,Superconducting,4029,0.434,90.7,1612.0,2171.7,9,4,Finance,1
34,2020-03-31,IBM,USA,Superconducting,156,1.586,48.4,57.0,923.5,1,2,General Research,0
743,2021-09-30,Origin Quantum,China,Superconducting,53,1.84,31.6,8.0,245.5,2,1,Logistics,0
550,2024-10-31,Quantinuum,UK,Trapped Ion,74,0.627,51.4,27.0,964.1,0,2,AI/ML,0
717,2026-04-30,Xanadu,Canada,Photonic,644,1.378,63.1,28.0,432.0,3,1,Logistics,0
619,2024-07-31,PsiQuantum,USA,PHOTONIC,73,2.126,38.0,6.0,1310.0,1,1,Materials Science,0
927,2021-04-30,Intel,usa  ,Silicon Spin,7,3.144,11.4,2.0,529.3,3,1,AI/ML,0
571,2026-05-31,Quantinuum,UK,Trapped Ion,169,0.419,77.6,56.0,1176.3,3,4,AI/ML,0
10,2017-12-31,IBM,USA,Superconducting,38,3.066,19.8,11.0,517.6,3,1,Logistics,1
11,2018-04-30,IBM,USA,Superconducting,37,2.403,22.8,14.0,669.9,4,0,Cryptography,0
80,2023-10-31,IBM,USA,Superconducting,1640,0.639,112.0,723.0,1185.1,6,5,Drug Discovery,1
562,2025-09-30,Quantinuum,UK,Trapped Ion,124,0.507,69.6,43.0,1219.3,1,2,Logistics,0
756,2022-10-31,Origin Quantum,China,Superconducting,100,1.484,40.7,13.0,319.0,1,1,Drug Discovery,1
119,2018-07-31,Google,USA,Superconducting,39,2.773,22.8,12.0,833.5,3,1,Finance,0
694,2024-04-30,Xanadu,Canada,Photonic,134,2.011,43.5,10.0,432.9,5,3,General Research,0
235,2021-03-31,IonQ,USA,Trapped Ion,25,0.914,32.4,10.0,341.6,2,0,General Research,1
500,2025-10-31,D-Wave,Canada,Quantum Annealing,97163,2.552,125.7,1437.0,852.3,8,7,Cryptography,1
710,2025-09-30,Xanadu,Canada,Photonic,487,1.495,44.4,24.0,479.8,4,2,General Research,0
290,2025-10-31,IonQ,usa  ,Trapped Ion,209,0.322,67.7,63.0,543.0,8,3,Cryptography,1
217,2019-06-30,IonQ,USA,Trapped Ion,10,1.663,11.5,5.0,313.2,4,0,AI/ML,0
50,2021-05-31,IBM,usa  ,Superconducting,271,1.173,65.5,110.0,947.0,6,5,Materials Science,1
474,2023-10-31,D-Wave,Canada,Quantum Annealing,36023,2.968,100.1,529.0,649.0,5,4,Finance,1
564,2025-12-31,Quantinuum,UK,Trapped Ion,105,0.467,74.1,38.0,,2,2,AI/ML,1
874,2023-01-31,QuEra,USA,Neutral Atom,35,2.19,15.3,5.0,241.4,1,1,Materials Science,0
467,2023-03-31,D-Wave,Canada,Quantum Annealing,24134,2.814,80.3,475.0,583.0,6,1,AI/ML,1
593,2022-09-30,PsiQuantum,USA,Photonic,16,3.602,16.3,3.0,1082.2,3,1,Cryptography,0
145,2021-02-28, Google,USA,Superconducting,194,1.319,47.8,70.0,1262.3,2,2,Drug Discovery,0
708,2025-07-31,Xanadu,Canada,Photonic,411,1.512,,21.0,506.9,2,3,Logistics,0
669,2022-06-30,Xanadu,Canada,Photonic,37,3.052,26.7,5.0,319.0,2,0,AI/ML,1
775,2024-06-30,Origin Quantum,China,Superconducting,274,1.094,44.5,26.0,338.4,3,1,General Research,0
334,2021-06-30,Rigetti,USA,Superconducting,136,1.534,32.8,18.0,373.8,2,0,Materials Science,0
113,2017-12-31,Google,USA,SUPERCONDUCTING,27,3.325,18.2,8.0,751.8,0,0,Drug Discovery,0
400,2017-11-30,D-Wave,Canada,Quantum Annealing,2332,5.2,19.6,24.0,347.6,2,0,AI/ML,1
945,2023-01-31, Intel,USA,Silicon Spin,13,2.039,23.2,3.0,565.8,3,1,Logistics,0
652,2021-01-31,Xanadu,Canada,Photonic,-12,4.144,16.2,2.0,259.6,2,2,Drug Discovery,0
384,2025-09-30,Rigetti,usa  ,Superconducting,1747,0.525,90.0,141.0,561.4,4,2,AI/ML,1
339,2021-10-31,Rigetti,USA,Superconducting,164,1.435,35.5,21.0,303.5,2,3,Logistics,0
573,2021-01-31,PsiQuantum,USA,Photonic,4,4.829,5.0,,767.6,0,0,AI/ML,0
917,2020-01-31,Intel,USA,Silicon Spin,3,4.194,6.0,2.0,419.2,3,0,AI/ML,0
628,2025-03-31,PsiQuantum,USA,Photonic,140,1.917,40.4,,1101.5,2,2,Materials Science,0
755,2022-10-31,Origin Quantum,China,Superconducting,111,1.474,30.1,14.0,278.1,2,0,Finance,1
352,2022-11-30,Rigetti,USA,Superconducting,305,0.944,54.5,38.0,402.9,2,0,Logistics,0
657,2021-07-31,Xanadu,Canada,Photonic,15,,15.2,3.0,331.7,3,0,General Research,0
439,2021-04-30,D-Wave,Canada,Quantum Annealing,9861,3.316,62.8,186.0,597.6,0,0,Materials Science,1
929,2021-06-30,Intel,USA,Silicon Spin,6,3.195,18.2,2.0,463.2,3,1,Finance,0
647,2020-09-30,Xanadu,Canada,Photonic,9,4.352,10.1,2.0,283.0,1,0,,1
718,2026-04-30, Xanadu,Canada,Photonic,738,,57.0,27.0,514.9,4,1,Finance,1
323,2020-08-31,Rigetti,USA,Superconducting,69,1.705,29.5,12.0,306.9,2,2,Logistics,0
496,2025-06-30,D-Wave,Canada,Quantum Annealing,81127,2.177,113.5,1838.0,877.9,4,3,Drug Discovery,1
772,2024-02-29,Origin Quantum,China,Superconducting,231,1.113,39.4,23.0,376.5,2,4,Drug Discovery,1
834,2024-05-31,Pasqal,France,NEUTRAL ATOM,139,1.477,27.9,11.0,255.5,4,1,Materials Science,0
184,2024-09-30,Google,USA,Superconducting,2041,0.616,100.9,774.0,1631.2,4,3,Cryptography,1
368,2024-02-29,Rigetti,usa  ,Superconducting,624,0.748,73.7,65.0,436.4,7,2,Materials Science,1
343,2022-02-28,Rigetti,USA,Superconducting,189,1.299,37.8,24.0,361.4,3,0,Cryptography,0
307,2019-03-31,Rigetti,USA,Superconducting,35,2.904,20.9,6.0,226.2,0,0,Logistics,0
218,2019-07-31,IonQ,USA,Trapped Ion,11,1.653,13.5,5.0,306.0,3,0,Materials Science,0
866,2022-07-31,QuEra,USA,Neutral Atom,25,2.167,12.2,5.0,185.9,1,0,Finance,0
38,2020-05-31,IBM,USA,Superconducting,176,1.441,55.6,67.0,921.5,6,1,Cryptography,1
314,2019-12-31,Rigetti,USA,Superconducting,47,2.121,28.9,8.0,285.4,2,1,General Research,1
567,2026-02-28,Quantinuum,UK,Trapped Ion,130,0.447,57.6,45.0,1383.7,4,2,Logistics,0
189,2025-01-31,Google,usa  ,Superconducting,-2295,0.568,85.5,887.0,1890.1,10,4,Logistics,0
456,2022-06-30,D-Wave,Canada,Quantum Annealing,20858,2.594,82.2,524.0,596.6,9,2,AI/ML,0
37,2020-04-30,IBM,USA,Superconducting,153,1.502,59.6,58.0,759.0,5,7,Drug Discovery,1
677,2023-04-30,Xanadu,Canada,Photonic,70,2.346,30.9,7.0,358.4,4,1,General Research,1
478,2024-02-29,D-Wave,Canada,Quantum Annealing,40302,2.446,77.3,906.0,736.4,6,4,Materials Science,0
850,2026-01-31,Pasqal,France,Neutral Atom,363,1.058,46.3,21.0,252.9,3,0,Materials Science,1
637,2025-12-31,PsiQuantum,USA,Photonic,191,2.055,45.0,10.0,1418.8,6,1,AI/ML,1
453,2022-05-31,D-Wave,Canada,Quantum Annealing,21926,3.151,75.3,337.0,571.0,6,4,AI/ML,1
234,2021-02-28,IonQ,USA,Trapped Ion,27,1.077,27.7,11.0,328.1,0,1,Materials Science,1
911,2025-12-31,QuEra,USA,Neutral Atom,275,1.043,47.3,20.0,267.0,3,3,Drug Discovery,1
752,2022-06-30,Origin Quantum,China,SUPERCONDUCTING,84,1.566,29.6,11.0,258.3,5,1,Materials Science,0
406,2018-05-31,D-Wave,Canada,Quantum Annealing,3100,4.632,25.1,39.0,411.2,3,1,Materials Science,1
702,2025-02-28,Xanadu,Canada,Photonic,306,1.663,53.2,18.0,368.2,1,3,General Research,0
66,2022-06-30,IBM,USA,Superconducting,558,,73.7,252.0,938.7,2,3,Materials Science,0
434,2020-10-31,D-Wave,Canada,QUANTUM ANNEALING,10337,3.683,61.2,143.0,568.8,4,0,Finance,0
164,2022-12-31,Google,USA,Superconducting,678,0.982,80.3,237.0,1540.5,5,2,Drug Discovery,1
264,2023-08-31,IonQ,USA,Trapped Ion,69,0.496,66.5,25.0,495.9,8,2,Drug Discovery,1
972,2025-07-31,Intel,USA,Silicon Spin,65,1.301,51.7,6.0,949.3,2,1,Materials Science,0
577,2021-03-31,PsiQuantum,USA,Photonic,5,4.764,6.8,2.0,645.9,2,1,Cryptography,0
236,2021-04-30,IonQ,USA,Trapped Ion,23,0.889,38.7,10.0,355.6,4,3,Logistics,0
176,2023-12-31,Google,USA,Superconducting,1229,0.724,84.6,463.0,1495.9,10,2,General Research,0
719,2026-05-31,Xanadu,Canada,Photonic,741,1.513,70.7,29.0,470.3,3,0,General Research,1
477,2024-02-29,D-Wave,Canada,Quantum Annealing,38339,2.717,68.5,688.0,788.3,2,2,Logistics,0
72,2023-04-30,IBM,USA,Superconducting,1001,0.672,100.6,456.0,1196.5,6,3,Logistics,1
437,2020-12-31,D-Wave,Canada,Quantum Annealing,9934,3.507,41.9,161.0,546.0,6,4,Materials Science,0
